25050.5,
19589.1,
24574.3,
17078.2,
17951.6,
19954.1,
24659.9,
16336.0,
18079.5,
19364.2,
12075.2,
13993.2,
17499.0,
24917.1,
17871.3,
10005.5,
18522.6,
19778.5,
17042.1,
15352.7,
13815.0,
19720.5,
18110.4,
12075.2,
18721.4,
12783.1,
18852.2,
19362.9,
16510.8,
19785.0,
24009.2,
24009.2,
18852.2,
13023.1,
22260.4,
18534.4,
12026.2,
17945.7,
9385.7,
17373.9,
25462.8,
24305.9,
23169.2,
21439.5,
16118.6,
18378.4,
25549.5,
12541.8,
12783.1,
23781.9,
16148.3,
16283.5,
13993.2,
18606.4,
24892.8,
22157.2,
20715.9,
23460.3,
12924.0,
18629.9,
21298.9,
16407.3,
16913.4,
18279.8,
24892.8,
21582.7,
18395.8,
19461.2,
18079.5,
22397.0,
21096.0,
18020.3,
17601.5,
23185.5,
18110.4,
20401.2,
18353.8,
21244.8,
11294.9,
17653.4,
19954.1,
15740.1,
21439.5,
22397.0,
18890.6,
16677.9,
17601.5,
16919.5,
20393.8,
14420.3,
18541.9,
19362.9,
19359.9,
9180.68,
19372.1,
19054.5,
17601.5,
23035.6,
16930.1,
13720.2,
21003.8,
20438.9,
14534.0,
19403.4,
15195.4,
10973.9,
19734.9,
25266.0,
17140.7,
17482.0,
14523.5,
11719.9,
20781.5,
16576.6,
18249.9,
21911.9,
17983.3,
13333.6,
23838.7,
13855.7,
15095.8,
24892.8,
17505.2,
18215.6,
15928.7,
13993.2,
9773.26,
21298.9,
13130.7,
22740.1,
21597.3,
17663.9,
21439.5,
11963.8,
18020.3,
21600.8,
25524.8,
17682.6,
23169.2,
16948.9,
12350.7,
16564.5,
16930.1,
20827.2,
21985.3,
20351.2,
17384.9,
19778.5,
16678.1,
16958.9,
20829.5,
21684.8,
17384.9,
13303.6,
18333.9,
15352.7,
19282.2,
20715.9,
15528.2,
19644.9,
20313.9,
19364.2,
18463.6,
17042.1,
24694.5,
12906.1,
18378.4,
11963.8,
20420.7,
18333.9,
12474.1,
21813.6,
17763.3,
18606.4,
24370.3,
15769.4,
18395.8,
23016.8,
23185.5,
19602.5,
19734.9,
20576.9,
17140.7,
11977.3,
15463.3,
20827.2,
21257.2,
18799.2,
22292.5,
18305.8,
11777.6,
23118.2,
21239.7,
17785.3,
15095.8,
22508.0,
22058.9,
24917.1,
7504.77,
19543.1,
11498.4,
13720.2,
12947.4,
17147.1,
18019.2,
21257.2,
17477.8,
19372.1,
11498.4,
21315.5,
22906.1,
7905.35,
21600.8,
13993.2,
12952.8,
21244.8,
23169.2,
20810.5,
17286.2,
15863.1,
22641.3,
19330.6,
20490.7,
18110.4,
21064.9,
17871.3,
19359.9,
22463.7,
19440.9,
24643.7,
14793.1,
7924.23,
21979.9,
11755.9,
21132.9,
20654.3,
17764.3,
20218.0,
18629.9,
19538.9,
12350.7,
14630.0,
19589.1,
18556.0,
11963.8,
19896.8,
22619.3,
17140.7,
17434.6,
18395.8,
13303.6,
12129.9,
21873.9,
6363.26,
18279.8,
21854.9,
11963.8,
18395.8,
8598.46,
9703.93,
17951.6,
21118.7,
23444.2,
23528.9,
16919.5,
22157.2,
14165.2,
16475.9,
19192.1,
22194.0,
21259.9,
14315.8,
14218.9,
19910.5,
20827.2,
22740.1,
14016.1,
20278.2,
16283.5,
15863.1,
18890.6,
18768.4,
16948.9,
20933.1,
9385.7,
22463.7,
17808.0,
17373.9,
19461.2,
17709.0,
22397.0,
14218.9,
18768.4,
15905.8,
16794.1,
22424.4,
19316.0,
11870.7,
13023.1,
19644.9,
18535.3,
22251.3,
21345.7,
16510.8,
12952.8,
11294.9,
20260.9,
15624.2,
21298.9,
22255.4,
20576.9,
16663.4,
19072.8,
18170.7,
20393.8,
13396.1,
15928.7,
20218.0,
18768.4,
17078.2,
21769.8,
11202.5,
18894.8,
23272.7,
18348.9,
17804.9,
13685.8,
15740.1,
25266.0,
11870.7,
19579.8,
9773.26,
17771.4,
23867.7,
23472.2,
17666.7,
15652.3,
12570.2,
17195.9,
19414.0,
24892.8,
19612.0,
12075.2,
23460.3,
23838.7,
15599.1,
15618.0,
22595.1,
15151.8,
21244.8,
14218.9,
21330.3,
16118.6,
14275.1,
18533.4,
11327.3,
23035.6,
16281.4,
22689.2,
20595.4,
18781.7,
18165.7,
16083.9,
22775.9,
21911.9,
13815.0,
19716.1,
13396.1,
16564.5,
17482.0,
12570.2,
20829.5,
13303.6,
23179.8,
22471.6,
18890.6,
20511.7,
17180.5,
18554.0,
25180.9,
16148.3,
19954.1,
22352.2,
13147.0,
22672.1,
25389.7,
20878.5,
24870.1,
18174.2,
21259.9,
18333.9,
7924.23,
16930.1,
23118.2,
18165.7,
