25050.5,
14771.5,
13303.6,
25462.8,
17983.3,
17924.1,
22928.5,
17349.4,
10587.6,
21118.7,
24694.5,
12783.1,
16903.6,
16958.9,
15599.1,
20310.4,
14548.9,
23444.2,
20438.9,
15793.4,
17373.9,
19602.5,
22121.0,
11498.4,
22567.8,
20833.6,
17785.3,
17951.6,
21132.9,
20278.2,
21788.9,
16745.9,
21678.5,
11777.6,
21582.7,
16798.0,
15723.8,
19187.7,
13333.6,
14016.1,
17734.5,
16949.4,
18496.6,
7504.77,
16656.6,
19364.2,
18429.5,
22689.2,
12947.4,
16564.5,
16312.8,
18348.9,
22352.2,
17717.1,
20260.9,
18891.1,
21911.9,
18890.6,
18279.8,
15803.9,
17771.4,
20740.5,
15992.1,
19364.2,
19720.5,
15415.2,
12116.3,
18534.4,
18506.7,
15185.9,
21587.0,
22834.2,
12947.4,
18249.9,
18721.4,
22649.4,
17363.6,
18195.6,
20218.0,
19360.9,
18079.5,
18463.6,
17663.9,
23215.7,
18506.7,
20278.2,
22567.8,
22672.1,
22255.4,
19445.3,
20411.3,
22641.3,
18110.4,
19579.8,
24871.7,
11036.6,
12030.2,
22424.4,
14630.0,
20393.8,
11755.9,
22260.4,
16537.3,
18496.6,
19359.4,
23468.6,
