17175.4,
17666.7,
16912.7,
21974.6,
22266.0,
22424.4,
22906.1,
18173.8,
19227.3,
16658.8,
22538.9,
17983.2,
15769.4,
11762.5,
22121.0,
21985.3,
22126.8,
22673.7,
19316.0,
17135.6,
15415.2,
22463.7,
18501.1,
18378.4,
22030.5,
21771.7,
21684.8,
21587.0,
22251.3,
22321.3,
16930.1,
18781.7,
22500.7,
19062.0,
20049.2,
21854.9,
21582.7,
21345.7,
21315.5,
21788.9,
22192.8,
20401.2,
19364.2,
22315.0,
19785.0,
20829.5,
22057.1,
21360.3,
20715.9,
21126.8,
21548.6,
21769.8,
17634.5,
19720.5,
20781.5,
16663.4,
20595.4,
22077.9,
20878.5,
20195.3,
20827.2,
21064.9,
19440.9,
20833.6,
22194.0,
22255.4,
13553.1,
18896.4,
22157.2,
20411.3,
19589.1,
20583.2,
21257.2,
21732.7,
21764.3,
22017.6,
22058.3,
18533.4,
21007.8,
22352.2,
20313.9,
19072.8,
19282.2,
20960.8,
21244.8,
21439.5,
17384.9,
14793.1,
17213.1,
20490.7,
20810.5,
19187.7,
18894.8,
18534.4,
20654.3,
21003.8,
21298.9,
20310.4,
17653.4,
17505.2,
19831.8,
19362.9,
18969.1,
18556.0,
18007.4,
20576.9,
20889.2,
21599.5,
20740.5,
15955.0,
19903.7,
19579.8,
18933.6,
18762.2,
18079.5,
17434.6,
18617.4,
21330.3,
20218.0,
20155.8,
16565.5,
18852.2,
18535.3,
18799.2,
18629.9,
3130.77,
16961.0,
16556.5,
16794.1,
15195.4,
19303.4,
19543.1,
17477.8,
19063.2,
19054.5,
18721.4,
17042.1,
16718.4,
16148.3,
16118.6,
16677.9,
18541.9,
19372.1,
18279.8,
18876.2,
18395.8,
17945.7,
17038.3,
15151.8,
15624.2,
15863.1,
16340.1,
16576.6,
17195.9,
18165.7,
17751.0,
17785.3,
18506.7,
16053.8,
13993.2,
14820.5,
15793.4,
16319.1,
16948.9,
15905.8,
17763.3,
18220.4,
17400.6,
16656.6,
15095.8,
13587.3,
14294.0,
15723.8,
16281.4,
17482.0,
17682.6,
15803.9,
15928.7,
16919.5,
14850.4,
13147.0,
12570.2,
13629.9,
15463.6,
16186.1,
17286.2,
17583.2,
15618.0,
14771.5,
14315.8,
12673.5,
12226.7,
11870.7,
13106.9,
15652.3,
17059.8,
17308.4,
17717.1,
16407.3,
16120.9,
14016.1,
12774.0,
11960.9,
11498.4,
12952.8,
15728.9,
17103.0,
16678.1,
15352.7,
16537.3,
16098.5,
14081.4,
12504.9,
11840.6,
10842.6,
10587.6,
15740.1,
15992.1,
15463.3,
15599.1,
16903.6,
16475.9,
13333.6,
11810.2,
10795.7,
10005.5,
8598.46,
10414.6,
14346.3,
15185.9,
14285.2,
17349.4,
12075.2,
12129.9,
11963.8,
9532.01,
8802.05,
8871.82,
9180.68,
12783.1,
14275.1,
12116.3,
17804.9,
14670.3,
11719.9,
11202.5,
8270.93,
7428.35,
8668.2,
9385.7,
11297.0,
13026.3,
13075.7,
17983.3,
18020.3,
7593.24,
7219.45,
6363.26,
7388.4,
8642.11,
9703.93,
12267.8,
12474.1,
12554.1,
18154.5,
18353.8,
10973.9,
7905.35,
3077.33,
7504.77,
7924.23,
10281.2,
11842.8,
12118.4,
11777.6,
18170.7,
18333.9,
17040.5,
9773.26,
6836.5,
7874.73,
10277.0,
11327.3,
11755.9,
11553.6,
12541.8,
17924.1,
18174.2,
16646.3,
14420.3,
12924.0,
11558.6,
11036.6,
11294.9,
11117.3,
10630.1,
11977.3,
18195.6,
18429.5,
17078.2,
14916.2,
13830.1,
13460.3,
11909.2,
11246.4,
12026.2,
11758.6,
11737.6,
18313.1,
18554.0,
17363.6,
15539.7,
13815.0,
13720.2,
13130.7,
12906.1,
12583.7,
12030.2,
14534.0,
3130.7,
18891.1,
18069.2,
14165.2,
11638.8,
13970.9,
13396.1,
13645.9,
13458.4,
14523.5,
18190.0,
19330.6,
19360.9,
18882.8,
14548.9,
12350.7,
15823.0,
14851.3,
13855.7,
13303.6,
14866.2,
18141.0,
19445.3,
19602.5,
19359.9,
19437.1,
18606.4,
16958.9,
