4142.04,4142.4,4142.66,4143.05,4143.58,4141.94,4142.28,4142.54,4142.93,4143.56,4141.86,4142.2,4142.47,4142.87,4143.49,4141.67,4142.06,4142.33,4142.75,4143.28,4141.38,4141.8,4142.08,4142.53,4142.85,4141.76,4141.96,4142.15,4142.65,4143.57,4141.69,4141.92,4142.09,4142.58,4143.44,4141.57,4141.84,4142.04,4142.48,4143.19,4141.39,4141.68,4141.89,4142.29,4142.83,4141.14,4141.47,4141.68,4142.11,4142.46,4141.17,4141.23,4141.36,4141.95,4142.93,4141.14,4141.22,4141.35,4141.91,4142.78,4141.02,4141.15,4141.29,4141.81,4142.6,4140.88,4141.05,4141.16,4141.69,4142.4,4140.77,4140.92,4140.99,4141.48,4142.16,4140.83,4140.81,4140.8,4141.27,4142.04,4140.82,4140.79,4140.79,4141.26,4141.94,4140.8,4140.76,4140.8,4141.26,4141.93,4140.71,4140.57,4140.54,4141.03,4141.74,4140.34,4140.07,4139.88,4140.41,4141.2,4140.39,4140.07,4139.62,4140.17,4140.95,4140.38,4140.04,4139.7,4140.23,4140.99,4140.36,4139.96,4139.69,4140.28,4140.98,4140.31,4139.67,4139.32,4140.04,4140.77,4139.96,4139.07,4138.6,4139.33,4140.04,
4141.76,4141.96,4142.15,4142.65,4143.57,4141.69,4141.92,4142.09,4142.58,4143.44,4141.57,4141.84,4142.04,4142.48,4143.19,4141.39,4141.68,4141.89,4142.29,4142.83,4141.14,4141.47,4141.68,4142.11,4142.46,4141.17,4141.23,4141.36,4141.95,4142.93,4141.14,4141.22,4141.35,4141.91,4142.78,4141.02,4141.15,4141.29,4141.81,4142.6,4140.88,4141.05,4141.16,4141.69,4142.4,4140.77,4140.92,4140.99,4141.48,4142.16,4140.83,4140.81,4140.8,4141.27,4142.04,4140.82,4140.79,4140.79,4141.26,4141.94,4140.8,4140.76,4140.8,4141.26,4141.93,4140.71,4140.57,4140.54,4141.03,4141.74,4140.34,4140.07,4139.88,4140.41,4141.2,4140.39,4140.07,4139.62,4140.17,4140.95,4140.38,4140.04,4139.7,4140.23,4140.99,4140.36,4139.96,4139.69,4140.28,4140.98,4140.31,4139.67,4139.32,4140.04,4140.77,4139.96,4139.07,4138.6,4139.33,4140.04,4139.83,4138.97,4138.61,4139.34,4140.06,4139.88,4138.99,4138.67,4139.39,4140.11,4139.89,4139.0,4138.59,4139.31,4140.04,4139.88,4138.8,4138.58,4139.31,4140.03,4139.83,4138.35,4138.58,4139.31,4140.03,
4141.17,4141.23,4141.36,4141.95,4142.93,4141.14,4141.22,4141.35,4141.91,4142.78,4141.02,4141.15,4141.29,4141.81,4142.6,4140.88,4141.05,4141.16,4141.69,4142.4,4140.77,4140.92,4140.99,4141.48,4142.16,4140.83,4140.81,4140.8,4141.27,4142.04,4140.82,4140.79,4140.79,4141.26,4141.94,4140.8,4140.76,4140.8,4141.26,4141.93,4140.71,4140.57,4140.54,4141.03,4141.74,4140.34,4140.07,4139.88,4140.41,4141.2,4140.39,4140.07,4139.62,4140.17,4140.95,4140.38,4140.04,4139.7,4140.23,4140.99,4140.36,4139.96,4139.69,4140.28,4140.98,4140.31,4139.67,4139.32,4140.04,4140.77,4139.96,4139.07,4138.6,4139.33,4140.04,4139.83,4138.97,4138.61,4139.34,4140.06,4139.88,4138.99,4138.67,4139.39,4140.11,4139.89,4139.0,4138.59,4139.31,4140.04,4139.88,4138.8,4138.58,4139.31,4140.03,4139.83,4138.35,4138.58,4139.31,4140.03,4138.97,4137.9,4138.6,4139.33,4140.05,4139.11,4137.87,4138.6,4139.32,4140.05,4139.29,4138.28,4138.59,4139.32,4140.04,4139.47,4138.43,4138.59,4139.31,4140.04,4139.67,4138.31,4138.58,4139.31,4140.03,
4140.83,4140.81,4140.8,4141.27,4142.04,4140.82,4140.79,4140.79,4141.26,4141.94,4140.8,4140.76,4140.8,4141.26,4141.93,4140.71,4140.57,4140.54,4141.03,4141.74,4140.34,4140.07,4139.88,4140.41,4141.2,4140.39,4140.07,4139.62,4140.17,4140.95,4140.38,4140.04,4139.7,4140.23,4140.99,4140.36,4139.96,4139.69,4140.28,4140.98,4140.31,4139.67,4139.32,4140.04,4140.77,4139.96,4139.07,4138.6,4139.33,4140.04,4139.83,4138.97,4138.61,4139.34,4140.06,4139.88,4138.99,4138.67,4139.39,4140.11,4139.89,4139.0,4138.59,4139.31,4140.04,4139.88,4138.8,4138.58,4139.31,4140.03,4139.83,4138.35,4138.58,4139.31,4140.03,4138.97,4137.9,4138.6,4139.33,4140.05,4139.11,4137.87,4138.6,4139.32,4140.05,4139.29,4138.28,4138.59,4139.32,4140.04,4139.47,4138.43,4138.59,4139.31,4140.04,4139.67,4138.31,4138.58,4139.31,4140.03,4138.65,4137.89,4138.6,4139.33,4140.05,4138.77,4137.89,4138.6,4139.33,4140.05,4138.98,4138.22,4138.6,4139.32,4140.05,4139.17,4138.53,4138.59,4139.32,4140.04,4139.48,4138.89,4138.59,4139.31,4140.04,
4140.39,4140.07,4139.62,4140.17,4140.95,4140.38,4140.04,4139.7,4140.23,4140.99,4140.36,4139.96,4139.69,4140.28,4140.98,4140.31,4139.67,4139.32,4140.04,4140.77,4139.96,4139.07,4138.6,4139.33,4140.04,4139.83,4138.97,4138.61,4139.34,4140.06,4139.88,4138.99,4138.67,4139.39,4140.11,4139.89,4139.0,4138.59,4139.31,4140.04,4139.88,4138.8,4138.58,4139.31,4140.03,4139.83,4138.35,4138.58,4139.31,4140.03,4138.97,4137.9,4138.6,4139.33,4140.05,4139.11,4137.87,4138.6,4139.32,4140.05,4139.29,4138.28,4138.59,4139.32,4140.04,4139.47,4138.43,4138.59,4139.31,4140.04,4139.67,4138.31,4138.58,4139.31,4140.03,4138.65,4137.89,4138.6,4139.33,4140.05,4138.77,4137.89,4138.6,4139.33,4140.05,4138.98,4138.22,4138.6,4139.32,4140.05,4139.17,4138.53,4138.59,4139.32,4140.04,4139.48,4138.89,4138.59,4139.31,4140.04,4138.48,4137.89,4138.61,4139.33,4140.06,4138.65,4137.89,4138.61,4139.33,4140.06,4139.13,4138.47,4138.6,4139.33,4140.05,4139.15,4138.8,4138.61,4139.33,4140.05,4139.13,4138.95,4138.63,4139.33,4140.05,
4139.83,4138.97,4138.61,4139.34,4140.06,4139.88,4138.99,4138.67,4139.39,4140.11,4139.89,4139.0,4138.59,4139.31,4140.04,4139.88,4138.8,4138.58,4139.31,4140.03,4139.83,4138.35,4138.58,4139.31,4140.03,4138.97,4137.9,4138.6,4139.33,4140.05,4139.11,4137.87,4138.6,4139.32,4140.05,4139.29,4138.28,4138.59,4139.32,4140.04,4139.47,4138.43,4138.59,4139.31,4140.04,4139.67,4138.31,4138.58,4139.31,4140.03,4138.65,4137.89,4138.6,4139.33,4140.05,4138.77,4137.89,4138.6,4139.33,4140.05,4138.98,4138.22,4138.6,4139.32,4140.05,4139.17,4138.53,4138.59,4139.32,4140.04,4139.48,4138.89,4138.59,4139.31,4140.04,4138.48,4137.89,4138.61,4139.33,4140.06,4138.65,4137.89,4138.61,4139.33,4140.06,4139.13,4138.47,4138.6,4139.33,4140.05,4139.15,4138.8,4138.61,4139.33,4140.05,4139.13,4138.95,4138.63,4139.33,4140.05,4138.78,4137.89,4138.62,4139.35,4140.07,4138.9,4138.19,4138.62,4139.35,4140.07,4139.08,4138.72,4138.78,4139.5,4140.22,4139.1,4139.05,4138.93,4139.47,4140.17,4139.0,4139.11,4138.95,4139.34,4140.06,
4138.97,4137.9,4138.6,4139.33,4140.05,4139.11,4137.87,4138.6,4139.32,4140.05,4139.29,4138.28,4138.59,4139.32,4140.04,4139.47,4138.43,4138.59,4139.31,4140.04,4139.67,4138.31,4138.58,4139.31,4140.03,4138.65,4137.89,4138.6,4139.33,4140.05,4138.77,4137.89,4138.6,4139.33,4140.05,4138.98,4138.22,4138.6,4139.32,4140.05,4139.17,4138.53,4138.59,4139.32,4140.04,4139.48,4138.89,4138.59,4139.31,4140.04,4138.48,4137.89,4138.61,4139.33,4140.06,4138.65,4137.89,4138.61,4139.33,4140.06,4139.13,4138.47,4138.6,4139.33,4140.05,4139.15,4138.8,4138.61,4139.33,4140.05,4139.13,4138.95,4138.63,4139.33,4140.05,4138.78,4137.89,4138.62,4139.35,4140.07,4138.9,4138.19,4138.62,4139.35,4140.07,4139.08,4138.72,4138.78,4139.5,4140.22,4139.1,4139.05,4138.93,4139.47,4140.17,4139.0,4139.11,4138.95,4139.34,4140.06,4138.99,4138.44,4139.11,4139.75,4140.46,4139.09,4138.71,4139.2,4139.86,4140.54,4139.2,4139.12,4139.47,4140.08,4140.77,4139.27,4139.41,4139.71,4140.26,4141.0,4139.22,4139.48,4139.8,4140.23,4140.95,
4138.65,4137.89,4138.6,4139.33,4140.05,4138.77,4137.89,4138.6,4139.33,4140.05,4138.98,4138.22,4138.6,4139.32,4140.05,4139.17,4138.53,4138.59,4139.32,4140.04,4139.48,4138.89,4138.59,4139.31,4140.04,4138.48,4137.89,4138.61,4139.33,4140.06,4138.65,4137.89,4138.61,4139.33,4140.06,4139.13,4138.47,4138.6,4139.33,4140.05,4139.15,4138.8,4138.61,4139.33,4140.05,4139.13,4138.95,4138.63,4139.33,4140.05,4138.78,4137.89,4138.62,4139.35,4140.07,4138.9,4138.19,4138.62,4139.35,4140.07,4139.08,4138.72,4138.78,4139.5,4140.22,4139.1,4139.05,4138.93,4139.47,4140.17,4139.0,4139.11,4138.95,4139.34,4140.06,4138.99,4138.44,4139.11,4139.75,4140.46,4139.09,4138.71,4139.2,4139.86,4140.54,4139.2,4139.12,4139.47,4140.08,4140.77,4139.27,4139.41,4139.71,4140.26,4141.0,4139.22,4139.48,4139.8,4140.23,4140.95,4139.25,4139.31,4139.95,4140.66,4141.28,4139.32,4139.46,4140.07,4140.72,4141.37,4139.34,4139.64,4140.25,4140.87,4141.62,4139.29,4139.72,4140.4,4141.07,4141.77,4139.14,4139.7,4140.35,4140.93,4141.69,
4138.48,4137.89,4138.61,4139.33,4140.06,4138.65,4137.89,4138.61,4139.33,4140.06,4139.13,4138.47,4138.6,4139.33,4140.05,4139.15,4138.8,4138.61,4139.33,4140.05,4139.13,4138.95,4138.63,4139.33,4140.05,4138.78,4137.89,4138.62,4139.35,4140.07,4138.9,4138.19,4138.62,4139.35,4140.07,4139.08,4138.72,4138.78,4139.5,4140.22,4139.1,4139.05,4138.93,4139.47,4140.17,4139.0,4139.11,4138.95,4139.34,4140.06,4138.99,4138.44,4139.11,4139.75,4140.46,4139.09,4138.71,4139.2,4139.86,4140.54,4139.2,4139.12,4139.47,4140.08,4140.77,4139.27,4139.41,4139.71,4140.26,4141.0,4139.22,4139.48,4139.8,4140.23,4140.95,4139.25,4139.31,4139.95,4140.66,4141.28,4139.32,4139.46,4140.07,4140.72,4141.37,4139.34,4139.64,4140.25,4140.87,4141.62,4139.29,4139.72,4140.4,4141.07,4141.77,4139.14,4139.7,4140.35,4140.93,4141.69,4139.42,4139.66,4140.38,4141.11,4141.74,4139.42,4139.66,4140.38,4141.11,4141.78,4139.32,4139.66,4140.38,4141.11,4141.83,4139.17,4139.66,4140.38,4141.11,4141.84,4138.93,4139.66,4140.38,4141.1,4141.86,
4138.78,4137.89,4138.62,4139.35,4140.07,4138.9,4138.19,4138.62,4139.35,4140.07,4139.08,4138.72,4138.78,4139.5,4140.22,4139.1,4139.05,4138.93,4139.47,4140.17,4139.0,4139.11,4138.95,4139.34,4140.06,4138.99,4138.44,4139.11,4139.75,4140.46,4139.09,4138.71,4139.2,4139.86,4140.54,4139.2,4139.12,4139.47,4140.08,4140.77,4139.27,4139.41,4139.71,4140.26,4141.0,4139.22,4139.48,4139.8,4140.23,4140.95,4139.25,4139.31,4139.95,4140.66,4141.28,4139.32,4139.46,4140.07,4140.72,4141.37,4139.34,4139.64,4140.25,4140.87,4141.62,4139.29,4139.72,4140.4,4141.07,4141.77,4139.14,4139.7,4140.35,4140.93,4141.69,4139.42,4139.66,4140.38,4141.11,4141.74,4139.42,4139.66,4140.38,4141.11,4141.78,4139.32,4139.66,4140.38,4141.11,4141.83,4139.17,4139.66,4140.38,4141.11,4141.84,4138.93,4139.66,4140.38,4141.1,4141.86,4139.52,4139.5,4140.23,4140.95,4141.73,4139.45,4139.5,4140.23,4140.95,4141.68,4139.31,4139.5,4140.23,4140.95,4141.68,4139.11,4139.5,4140.22,4140.95,4141.68,4138.82,4139.5,4140.22,4140.99,4141.72,
